show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
3635,Movie,The Red Sea Diving Resort,20187,Canada,2019-07-31,2019,TV-MA,130 min,Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.
3636,Movie,Whitney Cummings: Can I Touch It?,20943,,2019-07-30,2019,TV-MA,59 min,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more."
3637,TV Show,Twelve Forever,,United States,2019-07-29,2019,TV-PG,1 Season,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.
3638,Movie,Boi,17383,Spain,2019-07-26,2018,TV-MA,111 min,A young chauffeur who's at a crossroads in his life escorts a pair of clients around Barcelona and becomes embroiled in their mysterious quest.
3639,Movie,Eerie,23264,"Philippines, Singapore",2019-07-26,2019,TV-14,100 min,"When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past."
3640,Movie,Girls With Balls,21543,"France, Belgium",2019-07-26,2019,TV-MA,77 min,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives."
3641,TV Show,My First First Love,,South Korea,2019-07-26,2019,TV-14,2 Seasons,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between."
3642,Movie,The Son,19987,Argentina,2019-07-26,2019,TV-MA,93 min,"In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son."
3643,TV Show,Another Life,,United States,2019-07-25,2019,TV-MA,1 Season,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact."
3644,Movie,The Great Hack,,United States,2019-07-24,2019,TV-MA,114 min,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
3645,TV Show,Beat Bugs,,"Australia, Canada",2019-07-21,2018,TV-Y,3 Seasons,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard."
3646,Movie,D.L. Hughley: Contrarian,20738,United States,2019-07-21,2018,TV-MA,58 min,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia."
3647,Movie,Demetri Martin: The Overthinker,,United States,2019-07-21,2018,TV-MA,56 min,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more."
3648,Movie,The Beast Stalker,12701,Hong Kong,2019-07-21,2008,TV-14,110 min,"Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident."
3649,Movie,The Midas Touch,18759,Hong Kong,2019-07-21,2013,TV-14,98 min,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head."
3650,Movie,The Twins Effect II,,"Hong Kong, China",2019-07-21,2004,TV-14,106 min,An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.
3651,Movie,Twins Mission,32426,"Hong Kong, China",2019-07-21,2007,TV-MA,102 min,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins."
3652,TV Show,Sexy Central,,Hong Kong,2019-07-20,2019,TV-MA,1 Season,"In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart."
3653,Movie,"¡Ay, mi madre!",4564,Spain,2019-07-19,2019,TV-MA,81 min,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance."
3654,TV Show,Comedians in Cars Getting Coffee,10840,United States,2019-07-19,2019,TV-14,6 Seasons,"Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy."
3655,TV Show,The Epic Tales of Captain Underpants,,United States,2019-07-19,2019,TV-Y7,3 Seasons,Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.
3656,TV Show,Typewriter,,India,2019-07-19,2019,TV-MA,1 Season,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways."
3657,TV Show,Rookie Historian Goo Hae-Ryung,,South Korea,2019-07-18,2019,TV-14,1 Season,Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.
3658,Movie,Secret Obsession,26686,United States,2019-07-18,2019,TV-14,98 min,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over."
3659,Movie,Mauli,31458,India,2019-07-17,2018,TV-14,136 min,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
3660,TV Show,Pinky Malinky,,United States,2019-07-17,2019,TV-Y7,3 Seasons,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life."
3661,TV Show,Unrequited Love,,China,2019-07-17,2019,TV-14,1 Season,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate."
3662,Movie,Bogda,26037,India,2019-07-16,2018,TV-PG,161 min,An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.
3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",35272,United States,2019-07-16,2019,TV-14,32 min,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets."
3664,TV Show,Angel Beats!,,Japan,2019-07-15,2010,TV-PG,1 Season,"In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world."
3665,TV Show,Anohana: The Flower We Saw That Day,,Japan,2019-07-15,2011,TV-14,1 Season,A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.
3666,TV Show,God Eater,,Japan,2019-07-15,2015,TV-14,1 Season,An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.
3667,TV Show,GRANBLUE FANTASY the Animation,,Japan,2019-07-15,2017,TV-PG,1 Season,"In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts."
3668,TV Show,3Below: Tales of Arcadia,,United States,2019-07-12,2019,TV-Y7,2 Seasons,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters."
3669,Movie,4L,39269,Spain,2019-07-12,2019,TV-MA,105 min,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter."
3670,TV Show,Bonus Family,,Sweden,2019-07-12,2019,TV-MA,3 Seasons,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
3671,Movie,Cities of Last Things,17096,"Taiwan, China, France, United States",2019-07-12,2018,TV-MA,106 min,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago."
3672,TV Show,Extreme Engagement,,,2019-07-12,2019,TV-MA,1 Season,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?
3673,Movie,Kidnapping Stella,33827,Germany,2019-07-12,2019,TV-MA,90 min,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans."
3674,TV Show,One Spring Night,,South Korea,2019-07-12,2019,TV-14,1 Season,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible."
3675,TV Show,PILI Fantasy: War of Dragons,,,2019-07-12,2019,TV-14,1 Season,"As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?"
3676,Movie,Point Blank,1452,"France, United States",2019-07-12,2019,TV-MA,87 min,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops."
3677,Movie,The Milk System,3003,"Germany, Italy",2019-07-12,2017,TV-14,91 min,"Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions."
3678,TV Show,True Tunes,,,2019-07-12,2019,TV-Y,1 Season,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs."
3679,Movie,Parchís: the Documentary,26051,Spain,2019-07-11,2019,TV-14,106 min,"The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s."
3680,Movie,Aziz Ansari: RIGHT NOW,39535,United States,2019-07-09,2019,TV-MA,65 min,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
3681,TV Show,Free Rein,,United States,2019-07-06,2019,TV-G,3 Seasons,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse."
3682,Movie,"River, el más grande siempre",,Argentina,2019-07-05,2019,TV-G,105 min,"Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories."
3683,TV Show,The Legend of White Snake,,China,2019-07-05,2019,TV-14,1 Season,"In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form."
3684,Movie,Cristina,20851,United States,2019-07-04,2016,TV-14,40 min,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
3685,TV Show,Kakegurui,,,2019-07-04,2019,TV-MA,2 Seasons,"Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top."
3686,TV Show,Stranger Things,,United States,2019-07-04,2019,TV-14,3 Seasons,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
3687,TV Show,The Last Czars,,United States,2019-07-03,2019,TV-MA,1 Season,"When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty."
3688,TV Show,Yummy Mummies,,Australia,2019-07-03,2019,TV-MA,2 Seasons,It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.
